Austria,Belgium,Brazil,Canada,China (mainland),France,Germany,India,Indonesia,Iran,Italy,Japan,Malaysia,Mexico,Netherlands,Russia,Slovakia,South Africa,South Korea,Spain,Sweden,Taiwan,Ukraine,United Kingdom,United States,Vietnam
0.3370579038931015,0.4687686745545372,0.31176385724573696,0.45184767291939226,0.4270247273116459,0.2026096256037028,0.20861156720799753,0.32021931137823884,0.5251909843260532,0.47047978817727604,0.44229625495322716,0.34282781852648614,0.3198666804826739,0.3633890067848763,0.2936056153798018,0.3325514724996419,0.14318894682183655,0.3474273765576552,0.4394214231304892,0.41261040895403445,0.30002248372658313,0.5437413933509644,0.2985581202882625,0.28273047634119175,0.5028354226958495,0.512821570922107
0.2891079124853696,0.42779151436794655,0.27001652274129423,0.4097416922250671,0.38775847088772875,0.14591642240860656,0.16158562530662837,0.26977475002889967,0.48695094168886666,0.43440084928053224,0.4014658951175765,0.31568237735712457,0.2767322834840442,0.31895894577889217,0.2399292926476043,0.28801156406647965,0.09394123471029343,0.3027186548113362,0.39486966684881,0.3640543252087298,0.2677698669628256,0.5087374445584889,0.2576031990556312,0.23202333493708868,0.4578707344362781,0.47940553769777383
0.47864193668040667,0.29160338938445496,0.47889754181921124,0.5608138399643231,0.3402408771314295,0.5363023308954916,0.5309550290386543,0.45106547125433116,0.27051793412076014,0.3003796716155959,0.2889013235015983,0.528063402060909,0.4654759149365682,0.37550952666545095,0.47197785803500797,0.4349047089622398,0.6170406160984917,0.43995983710066494,0.3674200120899168,0.3457099560410855,0.5851117455152526,0.23987242045679516,0.5215197800510958,0.47765547065482505,0.23734749624576496,0.29780173534874166
0.5324645157849301,0.44197441119295355,0.4339119153783176,0.6269028221416794,0.41050853732702447,0.42238847111970285,0.4383976984597429,0.3931110066057278,0.44266085826477863,0.4973780842093267,0.4950837981525746,0.4879926536223708,0.4117289602205353,0.4663692383620683,0.4528822640791677,0.4633619250012672,0.4622467705066345,0.47519982701239405,0.36548595523528815,0.4188129453355722,0.5452285190165904,0.5719833000156354,0.4136410101704444,0.4571307066606528,0.438933047652335,0.514308506978791
0.24044526953422035,0.1735447400824747,0.1616788599990302,0.3952857517348859,0.20034300686695833,0.24274135908675765,0.2529103000361076,0.1694044530239616,0.20028639387201333,0.1852299955637879,0.16987534493789053,0.2486063092726475,0.15991548809817704,0.20667689689689817,0.21593640392496352,0.18849150227246383,0.3524652961310996,0.1552025487785527,0.17084423543101138,0.12215489892590181,0.3501353721287053,0.2807677500489682,0.2185484748376033,0.19028164575402462,0.18980338281827935,0.16183025834257547
0.27490508838752803,0.26252420651506847,0.13351113384283803,0.4148142373646538,0.29892753385931703,0.18043403370060906,0.23729971066866087,0.17801673336133772,0.2814592461383262,0.3036187552350567,0.28029565375718635,0.16240730140620913,0.09946102525480123,0.2663271053928214,0.24743263615027283,0.23040968205947615,0.30810426212547687,0.18731530435675836,0.18789560130484162,0.18424550421809044,0.34865963420213886,0.3875118312952053,0.15984930837503322,0.1961352357276084,0.30055198286966783,0.26638159561603747
0.26417731224284036,0.40096405147006475,0.23001181997475956,0.38235672164117784,0.3804654701373667,0.12488987740549315,0.16910287578840086,0.23973241103571716,0.45892763164820105,0.4136309249568636,0.3870299089891284,0.2653037127564415,0.24152109367554755,0.3202536119912927,0.2264521256473307,0.26593108655528874,0.13285653602270903,0.27795715385197406,0.36658858731168437,0.3426369134420443,0.2651224128776555,0.49805652936548656,0.2025628285082647,0.2060667215522929,0.443066144656729,0.44884094088805343
0.30380137124161355,0.1619493317752335,0.2727000126122673,0.42304385873201916,0.21828937620356453,0.3289101432278599,0.3344956121664539,0.25189471144674985,0.1635694738033768,0.1636535250720336,0.1469196072645794,0.33423852453008907,0.25521159817989514,0.20435975013928662,0.2890174387820425,0.2605049070338212,0.43053361233815196,0.2305705897504193,0.211389073890101,0.15556845510464257,0.4202141119462184,0.21491244843431395,0.3259117028777962,0.27674386654594363,0.136199057073034,0.1478783988407357
0.29790014802839926,0.44237525239870656,0.36312432626675945,0.48335830069815205,0.40317491075654827,0.3833156217836091,0.3287138726712806,0.36126713692333623,0.48695161895327366,0.43287508615435955,0.3706594638419897,0.39439035287086005,0.3729178138339166,0.4047743663086342,0.3265430642096498,0.372181737285914,0.39383912497149837,0.3457250733707714,0.4531546899410437,0.4285822519857516,0.2246378209692847,0.37880803620402287,0.40583681604456895,0.30501690808586945,0.4333995341546425,0.43179081921742024
0.5597099640121381,0.4160725341936179,0.5872137240731558,0.6184774958479047,0.43858528339827035,0.6377162220848018,0.6224411976194235,0.554247705988901,0.3953286308944246,0.4080210721655272,0.3982149920177288,0.6316089072471868,0.5758151641907144,0.4722060500826386,0.5606407704196078,0.532529332679243,0.7008799634801767,0.5430798324831295,0.496327468203207,0.46683815182171823,0.6604147520912834,0.3280821514939157,0.6195221475953204,0.5736333930965989,0.3620075527827733,0.4050635368207399
